阿 a
不	b
倸	cdvm
偲	cdvn
跴	cdzm
拺	ceam
厠	cecm
夨	cedm
測	ceem
廁	cegm
笧	cekm
筴	cekn
筞	ceko
箣	cekp
簎	cekq
粣	cemm
冊	cetm
畟	cetn
荝	ceum
萗	ceun
萴	ceuo
蓛	ceup
側	cevm
敇	cewm
惻	cexm
憡	cexn
輳	cfcm
湊	cfem
傶	cfvm
玼	cfwm
汵	cgem
穇	cghm
梣	cgim
笒	cgkm
篸	cgkn
参	cgs a
岑	cgsb
參	cgsm
叄	cgsn
叅	cgso
嵾	cgsp
埁	cgtm
凔	chbm
賶	chbn
螥	chcm
滄	chem
濸	chen
匨	chfm
臧	chg
欌	chim
鑶	chjm
篬	chkm
鸧	chnm
鶬	chnn
獊	chqm
嵢	chsm
苍	chub
蒼	chum
伧	chvb
倉	chvm
傖	chvn
仺	chvo
玱	chwm
瑲	chwn
艙	chzm
兹	cibb
疵	cibc
賜	cibm
皉	cibn
蛓	cicm
螆	cicn
蠀	cico
齹	cicp
刾	cidm
泚	ciem
濨	cien
絘	cifm
縒	cifn
差	cig
庛	cigm
骴	cign
髊	cigo
朿	ciim
柌	ciin
栨	ciio
鶿	cinm
嬨	cinn
鴜	cino
鷀	cinp
呰	ciom
啙	cion
礠	cipm
飺	cism
餈	cisn
垐	citm
茈	ciub
茦	cium
莿	ciun
薋	ciuo
伺	civ
乲	civm
佌	civn
佽	civo
偨	civp
珁	ciwm
玼	ciwn
甆	ciwo
慈	cixb
辭	cixm
辝	cixn
辤	cixo
詞	ciym
鮆	ciyn
雌	cizb
趀	cizm
跐	cizn
拵	ckam
刌	ckdm
澊	ckem
邨	ckfm
竴	cklm
籿	ckmm
吋	ckom
膥	ckrm
墫	cktm
侟	ckvm
蹲	ckzb
踆	ckzm
摻	clam
摲	clan
蠶	clcm
蝅	clcn
蠺	clco
殘	cldm
湌	clem
澯	clen
黪	clhb
燦	clhm
黲	clhn
穇	clho
爘	clhp
鏒	cljm
篸	clkm
骖	clmb
驂	clmm
嬠	clnm
喰	clom
嘇	clon
囋	cloo
孱	clp
朁	clrm
餐	clsb
參	clsm
飡	clsn
叄	clso
叅	clsp
飱	clsq
薒	clum
傪	clvm
儏	clvn
惭	clxb
慚	clxm
慘	clxn
慙	clxo
憯	clxp
謲	clym
搓	coab
挫	coac
撮	coad
瘥	cobb
齹	cocm
剉	codm
剒	codn
縒	cofm
酂	cofn
酇	cofo
庴	cogm
髊	cogn
虘	cohm
棤	coim
锉	cojb
錯	cojm
銼	cojn
鎈	cojo
脞	colb
鹺	colm
睉	comm
醝	coqm
矬	cosb
嵳	cosm
莡	coum
莝	coun
蒫	couo
蓌	coup
蔖	couq
瑳	cowm
諎	coym
夎	cozm
逪	cozn
遳	cozo
攒	cra a
撺	crab
攢	cram
攛	cran
攅	crao
殩	crdm
濽	crem
灒	cren
熶	crhm
穳	crhn
櫕	crim
欑	crin
鑹	crjm
鋑	crjn
簒	crkm
巑	crsm
菆	crum
竄	crxm
窽	crxn
窾	crxo
躥	crzm
賩	csbm
賨	csbn
從	cscm
徔	cscn
従	csco
徖	cscp
蟌	cscq
潀	csem
潈	csen
漗	cseo
漎	csep
潨	cseq
灇	cser
聰	csfm
聡	csfn
聦	csfo
繱	csfp
焧	cshm
熜	cshn
爜	csho
樅	csim
棇	csin
楤	csio
樬	csip
樷	csiq
欉	csir
錝	csjm
鍯	csjn
鏓	csjo
鏦	csjp
篵	cskm
驄	csmm
瞛	csmn
騘	csmo
婃	csnm
碂	cspm
暰	csrm
苁	csub
蔥	csum
蓯	csun
茐	csuo
藂	csup
璁	cswb
囪	cswm
瑽	cswn
忩	csxm
怱	csxn
悤	csxo
悰	csxp
愡	csxq
慒	csxr
憁	csxs
叢	csym
誴	csyn
謥	csyo
孮	cszm
瘄	cubm
瘯	cubn
縬	cufm
橻	cuim
觕	cujm
脨	culm
麁	culn
麄	culo
麆	culp
麤	culq
鼀	cumm
媨	cunm
噈	cuom
皻	cupm
猝	cuqb
酢	cuqc
卒	cus a
怚	cuxm
憱	cuxn
誎	cuym
顣	cuyn
蹴	cuzb
趨	cuzm
趗	cuzn
踀	cuzo
踧	cuzp
踿	cuzq
蹵	cuzr
疩	cvbm
凗	cvbn
皠	cvbo
漼	cvem
濢	cven
紣	cvfm
缞	cvfn
綷	cvfo
縗	cvfp
焠	cvhm
熣	cvhn
椊	cvim
槯	cvin
鏙	cvjm
衰	cvk
襊	cvkm
脃	cvlm
脺	cvln
膵	cvlo
膬	cvlp
臎	cvlq
毳	cvmb
粋	cvmm
啛	cvom
磪	cvpm
獕	cvqm
崒	cvsm
嵟	cvsn
墔	cvtm
伜	cvvm
倅	cvvn
琗	cvwm
忰	cvxm
慛	cvxn
竁	cvxo
翆	cvym
顇	cvyn
趡	cvzm
橧	czim
竲	czlm
驓	czmm
層	czpm
曾	czr a
曽	czrm
嶒	czsm
搭	daab
撘	daam
匒	dabm
蟽	dacm
耷	dadb
剳	dadm
沓	dae
汏	daem
溚	daen
繨	dafm
靼	dagb
韃	dagm
炟	dahm
燵	dahn
鎝	dajm
鎉	dajn
鐽	dajo
褡	dakb
笪	dakc
笚	dakm
龖	dalm
龘	daln
眔	damm
哒	daob
噠	daom
咑	daon
呾	daoo
亣	datm
垯	datn
畗	dato
畣	datp
墶	datq
荙	daum
荅	daun
薘	dauo
憚	daxm
羍	daym
詚	dayn
達	dazm
迏	dazn
迖	dazo
迚	dazp
逹	dazq
跶	dazr
躂	dazs
搗	dcam
捯	dcan
擣	dcao
導	dccm
衜	dccn
螩	dcco
衟	dccp
刀	dcdb
刂	dcdc
陦	dcfm
絩	dcfn
隝	dcfo
隯	dcfp
焘	dchb
燾	dchm
稲	dchn
朷	dcim
梼	dcin
椡	dcio
槝	dcip
檤	dciq
檮	dcir
帱	dcj a
幬	dcjm
釖	dcjn
裯	dckm
箌	dckn
盜	dcmm
嘄	dcom
噵	dcon
祷	dcsb
島	dcsm
禱	dcsn
屶	dcso
禂	dcsp
嶋	dcsq
嶌	dcsr
嶹	dcss
軇	dcst
壔	dctm
菿	dcum
儔	dcvm
瓙	dcwm
忉	dcxb
鱽	dcym
魛	dcyn
翢	dcyo
翿	dcyp
蹈	dczb
辺	dczm
舠	dczn
艔	dczo
貸	ddbm
貣	ddbn
轪	ddcm
軑	ddcn
軚	ddco
蚮	ddcp
軩	ddcq
蝳	ddcr
大	dddb
殆	dddc
歺	dddm
汏	ddem
瀻	dden
紿	ddfm
緿	ddfn
甙	ddgb
廗	ddgm
黱	ddhm
柋	ddim
帶	ddjm
帒	ddjn
帯	ddjo
釱	ddjp
箉	ddkm
簤	ddkn
襶	ddko
隸	ddlm
隷	ddln
駘	ddmm
鴏	ddnm
呔	ddob
獃	ddqm
曃	ddrm
霴	ddrn
靆	ddro
叇	ddsm
垈	ddtm
傣	ddvb
侢	ddvm
瑇	ddwm
懛	ddxm
詒	ddym
迨	ddzb
跢	ddzm
艜	ddzn
蹛	ddzo
德	decb
蚮	decm
徳	decn
淂	deem
底	deg
棏	deim
鍀	dejm
脦	delm
嘚	deom
旳	derm
地	det
恴	dexm
惪	dexn
悳	dexo
豆	dfdb
鬥	dfdm
剅	dfdn
鬦	dfdo
斣	dfdp
鬪	dfdq
鬭	dfdr
鬬	dfds
瀆	dfem
浢	dfen
兠	dfeo
陡	dffb
阧	dffm
郖	dffn
枓	dfim
梪	dfin
橷	dfio
鈄	dfjm
鋀	dfjn
脰	dflm
毭	dfmm
閗	dfmn
瞗	dfmo
闘	dfmp
吋	dfom
吺	dfon
唗	dfoo
唞	dfop
狵	dfqm
酘	dfqn
饾	dfsm
餖	dfsn
畓	dftm
荳	dfum
乧	dfvm
侸	dfvn
竇	dfxm
读	dfy
讀	dfym
扥	dgam
扽	dgan
擋	dham
攩	dhan
蟷	dhcm
氹	dhem
潒	dhen
澢	dheo
灙	dhep
黨	dhhm
檔	dhim
欓	dhin
鐺	dhjm
凼	dhkb
襠	dhkm
筜	dhkn
簜	dhko
簹	dhkp
瞊	dhmm
盪	dhmn
闣	dhmo
婸	dhnm
噹	dhom
碭	dhpm
礑	dhpn
雼	dhrm
崵	dhsm
嵣	dhsn
場	dhtm
當	dhtn
圵	dhto
垱	dhtp
壋	dhtq
菪	dhub
蕩	dhum
蘯	dhun
偒	dhvm
儅	dhvn
珰	dhwm
瓽	dhwn
璫	dhwo
璗	dhwp
愓	dhxm
讜	dhym
譡	dhyn
逿	dhzm
趤	dhzn
艡	dhzo
提	diab
扚	diam
拞	dian
掋	diao
揥	diap
摕	diaq
的	dibb
髢	dibm
厎	dicm
彽	dicn
蚳	dico
軧	dicp
蝃	dicq
蝭	dicr
螮	dics
奀	didm
奃	didn
涤	dieb
滌	diem
浟	dien
渧	dieo
邸	difb
締	difm
阺	difn
隄	difo
聜	difp
骶	digb
弤	digm
靮	dign
鞮	digo
秪	dihm
焍	dihn
柢	diib
杕	diim
枤	diin
枑	diio
梊	diip
梑	diiq
楴	diir
樀	diis
镝	dijb
觌	dijc
鏑	dijm
覿	dijn
釱	dijo
觝	dijp
鉪	dijq
笛	dikb
袛	dikm
篴	dikn
肑	dilm
腣	diln
籴	dimb
糴	dimm
眱	dimn
馰	dimo
娣	dinb
牴	dinm
媂	dinn
鸐	dino
呧	diom
哋	dion
唙	dioo
啲	diop
啇	dioq
嚁	dior
碲	dipb
碮	dipm
磾	dipn
旳	dirm
祗	disb
岻	dism
祶	disn
禘	diso
嵽	disp
嶳	disq
豴	disr
堤	ditb
坻	ditc
墑	ditm
坘	ditn
坔	dito
埅	ditp
埊	ditq
埞	ditr
墆	dits
墬	ditt
荻	diub
蓧	dium
苖	diun
苐	diuo
菂	diup
菧	diuq
蔕	diur
蔐	dius
蔋	diut
藡	diuu
仾	divm
俤	divn
偙	divo
僀	divp
敵	diwm
玓	diwn
珶	diwo
甋	diwp
怟	dixm
慸	dixn
诋	diy a
翟	diyb
谛	diyc
羝	diyd
詆	diym
諦	diyn
廸	diyo
頔	diyp
諟	diyq
鯳	diyr
递	dizb
遞	dizm
逓	dizn
趆	dizo
遆	dizp
疐	dizq
遰	dizr
踶	dizs
蹢	dizt
攧	djam
癫	djbb
癜	djbc
癲	djbm
痁	djbn
痶	djbo
瘨	djbp
厧	djcm
蜔	djcn
齻	djco
丶	djdb
奌	djdm
滇	djeb
澱	djem
點	djhm
扂	djhn
椣	djim
槙	djin
槇	djio
橝	djip
橂	djiq
鈿	djjm
驔	djmm
婰	djnm
婝	djnn
嚸	djom
碘	djpb
磹	djpm
猠	djqm
電	djrm
巔	djsm
嵮	djsn
巓	djso
垫	djtb
甸	djtc
坫	djtd
墊	djtm
壂	djtn
蒧	djum
蕇	djun
佔	djvm
傎	djvn
敁	djwm
琔	djwn
敟	djwo
窴	djxm
顛	djym
顚	djyn
跕	djzm
蹎	djzn
撴	dkam
撉	dkan
蜳	dkcm
潡	dkem
庉	dkgm
不	dkhb
燉	dkhm
楯	dkim
橔	dkin
镦	dkjb
鈍	dkjm
鐓	dkjn
盹	dkmb
驐	dkmm
犜	dknm
噸	dkom
砘	dkpb
碷	dkpm
獤	dkqm
壿	dksm
坉	dktm
墫	dktn
墪	dkto
伅	dkvm
囤	dkwb
忳	dkxm
惇	dkxn
憞	dkxo
頓	dkym
遁	dkzb
趸	dkzc
躉	dkzm
逇	dkzn
遯	dkzo
踲	dkzp
蹾	dkzq
掸	dlab
撣	dlam
擔	dlan
抌	dlao
撢	dlap
疸	dlbb
瘅	dlbc
赕	dlbd
賧	dlbm
癉	dlbn
髧	dlbo
癚	dlbp
贉	dlbq
蜑	dlcm
殫	dldm
刐	dldn
澹	dleb
泹	dlem
沊	dlen
澸	dleo
郸	dlfb
聃	dlfc
鄲	dlfm
耼	dlfn
紞	dlfo
匰	dlfp
聸	dlfq
繵	dlfr
彈	dlgm
弾	dlgn
黕	dlhm
燀	dlhn
黮	dlho
黵	dlhp
柦	dlim
卩	dlj
帎	dljm
觛	dljn
箪	dlkb
簞	dlkm
衴	dlkn
褝	dlko
襌	dlkp
膽	dllm
腅	dlln
勯	dllo
馾	dlmm
駳	dlmn
妉	dlnm
媅	dlnn
鴠	dlno
單	dlom
呾	dlon
唌	dloo
啗	dlop
啿	dloq
噉	dlor
嘾	dlos
嚪	dlot
石	dlp a
丹	dlpb
砃	dlpm
皽	dlpn
狚	dlqm
酖	dlqn
醈	dlqo
霮	dlrm
単	dlsm
躭	dlsn
餤	dlso
禫	dlsp
饏	dlsq
亶	dltm
菪	dlub
蓞	dlum
儋	dlvb
亻	dlvc
伔	dlvm
僤	dlvn
玬	dlwm
瓭	dlwn
甔	dlwo
憚	dlxm
惔	dlxn
愖	dlxo
窞	dlxp
憺	dlxq
誕	dlym
訑	dlyn
頕	dlyo
譂	dlyp
疍	dlzm
扚	dmam
瘹	dmbm
虭	dmcm
蛁	dmcn
刟	dmdm
奝	dmdn
殦	dmdo
汈	dmem
絩	dmfm
弔	dmgm
弴	dmgn
椆	dmim
铞	dmjb
铫	dmjc
釣	dmjm
銱	dmjn
銚	dmjo
鈟	dmjp
鋽	dmjq
錭	dmjr
鑃	dmjs
簓	dmkm
竨	dmlm
盄	dmmm
瞗	dmmn
鸟	dmn
鳥	dmnm
鳭	dmnn
鵰	dmno
叼	dmob
屌	dmpm
雿	dmrm
彫	dmsm
鼦	dmsn
蓧	dmum
藋	dmun
伄	dmvm
琱	dmwm
窎	dmxm
窵	dmxn
调	dmy a
鲷	dmyb
調	dmym
鯛	dmyn
訋	dmyo
誂	dmyp
魡	dmyq
鮉	dmyr
貂	dmzb
颩	dnfm
丟	dnhm
銩	dnjm
挆	doam
挅	doan
痑	dobm
痥	dobn
凙	dobo
鬌	dobp
剁	dodb
奪	dodm
刴	dodn
剟	dodo
剫	dodp
奲	dodq
沲	doe
澤	doem
沰	doen
綞	dofm
陏	dofn
陊	dofo
隓	dofp
度	dog a
柁	doib
朶	doim
杕	doin
杝	doio
枤	doip
柂	doiq
柮	doir
桗	dois
椯	doit
鐸	dojm
鈬	dojn
錞	dojo
袳	dokm
驮	dom
馱	domm
毲	domn
駄	domo
媠	donm
鵽	donn
咄	doob
哚	dooc
喥	doom
嚉	doon
嚲	dooo
硾	dopm
饳	dosm
崜	dosn
躱	doso
飿	dosp
嶞	dosq
軃	dosr
垛	dotb
墮	dotm
垜	dotn
埵	doto
墯	dotp
亸	dotq
仛	dovm
敓	dowm
敚	down
敠	dowo
敪	dowp
惰	doxb
夛	doxm
憜	doxn
尮	doym
鮵	doyn
舵	dozb
踱	dozc
趓	dozm
跢	dozn
跥	dozo
得	dpc
嘚	dpom
剬	drdm
耑	drem
緞	drfm
锻	drjb
鍛	drjm
斷	drjn
鍴	drjo
籪	drkm
褍	drkn
腶	drlm
媏	drnm
碫	drpm
毈	drpn
塅	drtm
葮	drum
偳	drvm
瑖	drwm
躖	drzm
挏	dsam
揰	dsan
凍	dsbm
蝀	dscm
涷	dsem
湩	dsen
絧	dsfm
戙	dsgm
鼕	dsgn
烔	dshm
燑	dshn
東	dsim
棟	dsin
笗	dskm
箽	dskn
胴	dslb
胨	dslc
動	dslm
腖	dsln
勭	dslo
駧	dsmm
鶇	dsnm
姛	dsnn
娻	dsno
嬞	dsnp
鶫	dsnq
狪	dsqm
氭	dsqn
昸	dsrm
霘	dsrn
岽	dssb
崠	dssm
崬	dssn
埬	dstm
墥	dstn
苳	dsum
菄	dsun
蕫	dsuo
倲	dsvm
働	dsvn
恫	dsxb
諌	dsym
鮗	dsyn
鯟	dsyo
夂	dszb
迵	dszm
挕	dtam
軼	dtcm
镻	dtcn
蜨	dtco
螲	dtcp
殜	dtdm
泆	dtem
绖	dtfm
絰	dtfn
戜	dtgm
鞢	dtgn
柣	dtim
楪	dtin
槢	dtio
幉	dtjm
褋	dtkm
褺	dtkn
胅	dtlm
耊	dtln
眣	dtmm
眰	dtmn
氎	dtmo
鴩	dtnm
哋	dtom
咥	dton
啑	dtoo
牒	dtpb
牃	dtpm
昳	dtrm
曡	dtrn
峌	dtsm
崼	dtsn
嵽	dtso
垤	dttb
疊	dttm
畳	dttn
疂	dtto
疉	dttp
苵	dtum
怢	dtxm
恎	dtxn
惵	dtxo
谍	dtyb
鲽	dtyc
諜	dtym
鰈	dtyn
詄	dtyo
迭	dtzb
蹀	dtzc
臷	dtzm
趃	dtzn
跕	dtzo
跮	dtzp
艓	dtzq
蹛	dtzr
賭	dubm
凟	dubn
贕	dubo
蝳	ducm
螙	ducn
蠧	duco
剢	dudm
殬	dudn
殰	dudo
渎	dueb
瀆	duem
涜	duen
都	duf
匵	dufm
髑	dugb
靯	dugm
豄	dugn
韇	dugo
黷	duhm
秺	duhn
椟	duib
櫝	duim
鍍	dujm
帾	dujn
覩	dujo
錖	dujp
鑟	dujq
篤	dukm
裻	dukn
督	dumb
睹	dumc
阇	dumm
闍	dumn
騳	dumo
犊	dunb
犢	dunm
妬	dunn
姤	duno
嬻	dunp
叾	duom
牘	dupm
皾	dupn
獨	duqm
醏	duqn
暏	durm
晵	durn
厾	dusm
荰	duum
琽	duwm
斁	duwn
瓄	duwo
韣	duwp
韥	duwq
顿	duyb
讀	duym
頓	duyn
読	duyp
讟	duyq
搥	dvam
兌	dvbm
痽	dvbn
對	dvcm
対	dvcn
轛	dvco
兊	dvem
濧	dven
濻	dveo
瀢	dvep
瀩	dveq
隊	dvfm
陮	dvfn
綐	dvfo
杸	dvim
鐓	dvjm
錞	dvjn
鐜	dvjo
鴭	dvnm
啍	dvom
磓	dvpm
祋	dvsm
垖	dvtm
塠	dvtn
薱	dvum
敦	dvw
敓	dvwm
敚	dvwn
憝	dvxb
懟	dvxm
憞	dvxn
頧	dvym
譈	dvyn
譵	dvyo
掟	dyam
疔	dybb
虰	dycm
鼑	dydm
濎	dyem
聢	dyfm
靪	dygm
椗	dyim
锭	dyjb
釘	dyjm
錠	dyjn
鋌	dyjo
帄	dyjp
鐤	dyjq
奵	dynm
啶	dyob
矴	dypm
碠	dypn
磸	dypo
饤	dysm
飣	dysn
嵿	dyso
甼	dytm
艼	dyum
萣	dyun
薡	dyuo
忊	dyxm
订	dyyb
訂	dyym
頂	dyyn
顁	dyyo
豋	dzdm
澄	dze
澂	dzem
瀓	dzen
鄧	dzfm
隥	dzfn
燈	dzhm
櫈	dzim
镫	dzjb
鐙	dzjm
覴	dzjn
簦	dzkb
竳	dzlm
嬁	dznm
墱	dztm
僜	dzvm
璒	dzwm
憕	dzxm
艠	dzzm
搕	eeam
搹	eean
搤	eeao
擜	eeap
匎	eebm
皒	eebn
痾	eebo
痷	eebp
齃	eebq
蛾	eecb
轭	eecc
軛	eecm
蚅	eecn
軶	eeco
蝁	eecp
齶	eecq
洝	eeem
涐	eeen
湂	eeeo
阿	eef a
鄂	eefb
阨	eefm
阸	eefn
廅	eegm
戹	eehm
枙	eeim
櫮	eein
锇	eejb
鋨	eejm
鍔	eejn
卾	eejo
鈪	eejp
鈋	eejq
覨	eejr
鑩	eejs
丨	eelb
閼	eemm
睋	eemn
騀	eemo
娥	eenb
婀	eenc
鹗	eend
鵝	eenm
鶚	eenn
妸	eeno
妿	eenp
姶	eenq
娿	eenr
娾	eens
鵈	eent
鵞	eenu
哦	eeo a
呃	eeob
噩	eeoc
吪	eeom
呝	eeon
咢	eeoo
咹	eeop
噁	eeoq
砐	eepm
砈	eepn
砵	eepo
砨	eepp
硆	eepq
磀	eepr
礘	eeps
欸	eeqm
歞	eeqn
峨	eesb
餓	eesm
岋	eesn
峉	eeso
峩	eesp
豟	eesq
崿	eesr
餩	eess
堊	eetm
堨	eetn
堮	eeto
莪	eeub
苊	eeuc
蕚	eeum
偔	eevm
僫	eevn
囮	eewm
敋	eewn
珴	eewo
琧	eewp
愕	eexb
惡	eexm
悪	eexn
鳄	eeyb
诶	eeyc
颚	eeyd
讹	eeye
谔	eeyf
訛	eeym
額	eeyn
諤	eeyo
顎	eeyp
鱷	eeyq
頋	eeyr
誐	eeys
魤	eeyt
頟	eeyu
頞	eeyv
譌	eeyw
鰐	eeyx
鰪	eeyy
讍	eeyz
迗	eezm
遌	eezn
遻	eezo
鞥	eggm
欸	eiqm
誒	eiym
奀	endm
煾	enhm
唔	enob
峎	ensm
貳	erbm
貮	erbn
髶	erbo
髵	erbp
輀	ercm
轜	ercn
刵	erdm
二	ere a
儿	ereb
而	erec
洱	ered
兒	erem
児	eren
耏	ereo
洏	erep
陑	erfm
聏	erfn
隭	erfo
杒	erim
栮	erin
栭	erio
梕	erip
樲	eriq
鉺	erjm
袻	erkm
胹	erlm
臑	erln
毦	ermm
粫	ermn
駬	ermo
鴯	ernm
咡	erom
唲	eron
餌	ersm
峏	ersn
荋	erum
薾	erun
侕	ervm
乻	ervn
爾	erxm
尓	erxn
尒	erxo
衈	erxp
鮞	erym
弍	eryn
弐	eryo
誀	eryp
邇	erzm
趰	erzn
發	fabm
冹	fabn
疺	fabo
発	fabp
髪	fabq
髮	fabr
沷	faem
浌	faen
灋	faeo
彂	fagm
栰	faim
橃	fain
鍅	fajm
笩	fakm
閥	famm
瞂	famn
姂	fanm
砝	fapb
酦	faqm
醗	faqn
醱	faqo
罰	fasm
峜	fasn
罸	faso
坺	fatm
墢	fatn
茷	faum
蕟	faun
藅	fauo
佱	favm
傠	favn
琺	fawm
殕	ffdm
缻	fffm
缹	fffn
紑	fffo
炰	ffhm
妚	ffnm
鴀	ffnn
雬	ffrm
蚡	fgcm
蚠	fgcn
轒	fgco
奋	fgdb
奮	fgdm
瀵	fgeb
濆	fgem
紛	fgfm
隫	fgfn
弅	fggm
鼖	fggn
炃	fghm
秎	fghn
燓	fgho
燌	fghp
枌	fgim
棻	fgin
梤	fgio
橨	fgip
帉	fgjm
鈖	fgjn
幩	fgjo
鐼	fgjp
衯	fgkm
朌	fglm
竕	fgln
膹	fglo
粪	fgmb
糞	fgmm
瞓	fgmn
黂	fgmo
妢	fgnm
鳻	fgnn
哛	fgom
砏	fgpm
酚	fgqb
獖	fgqm
昐	fgrm
雰	fgrn
朆	fgro
岎	fgsm
躮	fgsn
豮	fgso
餴	fgsp
豶	fgsq
饙	fgsr
墳	fgtm
坆	fgtn
坋	fgto
蒶	fgum
蕡	fgun
偾	fgvb
僨	fgvm
玢	fgw a
瓰	fgwm
忿	fgxb
憤	fgxm
馚	fgxn
馩	fgxo
鱝	fgym
羒	fgyn
翂	fgyo
訜	fgyp
魵	fgyq
黺	fgyr
羵	fgys
髣	fhbm
彷	fhc
蚄	fhcm
汸	fhem
淓	fhen
防	fhfb
纺	fhfc
邡	fhfd
匚	fhfe
紡	fhfm
旊	fhfn
鈁	fhjm
錺	fhjn
眆	fhmm
眪	fhmn
牥	fhnm
鴋	fhnn
鶭	fhno
昉	fhrm
昘	fhrn
昞	fhro
祊	fhsm
埅	fhtm
堏	fhtn
倣	fhvm
瓬	fhwm
鲂	fhyb
訪	fhym
魴	fhyn
趽	fhzm
払	flam
販	flbm
軓	flcm
軬	flcn
輽	flco
轓	flcp
蠜	flcq
氾	flem
汎	flen
滼	fleo
瀪	flep
瀿	fleq
匥	flfm
緐	flfn
旙	flfo
旛	flfp
繙	flfq
颿	flfr
飜	flfs
燔	flhb
煩	flhm
杋	flim
柉	flin
桳	flio
棥	flip
橎	fliq
帆	fljb
幡	fljc
钒	fljd
釩	fljm
凣	fljn
凢	fljo
鐇	fljp
範	flkm
笵	flkn
笲	flko
襎	flkp
籓	flkq
勫	fllm
膰	flln
籵	flmm
盕	flmn
奿	flnm
婏	flnn
嬏	flno
嬎	flnp
鷭	flnq
噃	flom
礬	flpm
犭	flqb
犿	flqm
飯	flsm
飰	flsn
畈	fltb
畨	fltm
墦	fltn
藩	flub
蕃	fluc
蘩	flud
薠	flum
仮	flvm
攵	flw
璠	flwm
忛	flxm
憣	flxn
翻	flyb
訉	flym
羳	flyn
鱕	flyo
夂	flzb
蹯	flzc
辺	flzm
舤	flzn
舧	flzo
舩	flzp
覅	fmxm
梻	foim
坲	fotm
仏	fovm
仸	fovn
痱	fpbb
費	fpbm
發	fpbn
疿	fpbo
癈	fpbp
厞	fpcm
蜰	fpcn
蟦	fpco
剕	fpdm
奜	fpdn
淝	fpeb
渄	fpem
濷	fpen
非	fpfb
匪	fpfc
绯	fpfd
飛	fpfm
緋	fpfn
陫	fpfo
靟	fpfp
飝	fpfq
廢	fpgm
廃	fpgn
杮	fpim
柹	fpin
棐	fpio
橨	fpip
橃	fpiq
櫠	fpir
鐨	fpjm
笰	fpkm
裶	fpkn
襏	fpko
肺	fplb
腓	fplc
胏	fplm
胇	fpln
朏	fplo
胐	fplp
騑	fpmm
騛	fpmn
婓	fpnm
婔	fpnn
吠	fpob
屝	fppm
犻	fpqm
猆	fpqn
昲	fprm
暃	fprn
曊	fpro
靅	fprp
餥	fpsm
鼣	fpsn
芾	fpub
萉	fpum
蕜	fpun
俷	fpvm
怫	fpxb
馡	fpxm
诽	fpyb
鲱	fpyc
誹	fpym
鯡	fpyn
抚	fuab
拂	fuac
拊	fuad
撫	fuam
払	fuan
抙	fuao
捊	fuap
捬	fuaq
负	fubb
赋	fubc
匐	fubd
赙	fube
負	fubm
賦	fubn
賻	fubo
冹	fubp
髴	fubq
癁	fubr
蝠	fucb
辐	fucc
蝮	fucd
蚨	fuce
蜉	fucf
復	fucm
輔	fucn
輻	fuco
彿	fucp
尃	fucq
蚥	fucr
蚹	fucs
蛗	fuct
蜅	fucu
蝜	fucv
輹	fucw
副	fudb
刜	fudm
涪	fueb
滏	fuec
泭	fuem
洑	fuen
澓	fueo
附	fufb
缚	fufc
釜	fufd
阜	fufe
绂	fuff
绋	fufg
阝	fufh
郛	fufi
縛	fufm
紱	fufn
紼	fufo
邞	fufp
郙	fufq
旉	fufr
紨	fufs
絥	fuft
颫	fufu
鄜	fufv
綍	fufw
綒	fufx
颰	fufy
緮	fufz
弗	fugb
弣	fugm
鬴	fugn
炥	fuhm
虙	fuhn
烰	fuho
秿	fuhp
焤	fuhq
稪	fuhr
枎	fuim
柭	fuin
柎	fuio
枹	fuip
柫	fuiq
栿	fuir
棴	fuis
椨	fuit
椱	fuiu
榑	fuiv
斧	fujb
凫	fujc
幞	fujd
巿	fujm
帗	fujn
釡	fujo
鈇	fujp
鉜	fujq
鉘	fujr
鍢	fujs
鍑	fujt
袱	fukb
襆	fukm
衭	fukn
袚	fuko
袝	fukp
笰	fukq
筟	fukr
箙	fuks
箁	fukt
褔	fuku
複	fukv
簠	fukw
襥	fukx
腹	fulb
肤	fulc
脯	fuld
腑	fule
膚	fulm
竎	fuln
胕	fulo
麸	fumb
駙	fumm
麩	fumn
冨	fumo
盙	fump
粰	fumq
麬	fumr
糐	fums
麱	fumt
婦	funm
鳧	funn
乀	funo
妋	funp
姇	funq
鳬	funr
娐	funs
婏	funt
媍	funu
鳺	funv
鴔	funw
嬔	funx
鵩	funy
鶝	funz
呒	fuob
呋	fuoc
嘸	fuom
咈	fuon
哹	fuoo
喸	fuop
砩	fup
砆	fupm
酜	fuqm
罘	fusb
祓	fusc
艴	fusd
岪	fusm
峊	fusn
祔	fuso
罦	fusp
豧	fusq
禣	fusr
甶	futm
坿	futn
垘	futo
畐	futp
畉	futq
垺	futr
畗	futs
莆	fuub
茯	fuuc
苻	fuud
菔	fuue
芾	fuuf
莩	fuug
芣	fuum
茀	fuun
荂	fuuo
荴	fuup
萉	fuuq
葍	fuur
萯	fuus
蓲	fuut
蕧	fuuu
伏	fuvb
傅	fuvc
佛	fuvd
俘	fuve
俯	fuvf
乥	fuvm
伕	fuvn
乶	fuvo
俌	fuvp
俛	fuvq
偪	fuvr
偩	fuvs
玞	fuwm
玸	fuwn
韨	fuwo
琈	fuwp
韍	fuwq
璷	fuwr
馥	fuxb
怫	fuxc
